age_upon_outcome,animal_id,animal_type,outcome_subtype,outcome_type,sex_upon_outcome
1 year,A745184,Dog,,Adoption,Spayed Female
7 months,A745185,Dog,,Return to Owner,Intact Male
6 years,A745186,Dog,,Return to Owner,Intact Male
3 days,A745188,Cat,Suffering,Euthanasia,Unknown
11 years,A745189,Dog,,Return to Owner,Spayed Female
10 years,A745191,Dog,Partner,Transfer,Intact Female
1 year,A745192,Cat,,Euthanasia,Intact Female
2 years,A745193,Dog,,Return to Owner,Intact Male
2 years,A745194,Dog,Partner,Transfer,Intact Female
7 years,A745195,Dog,,Return to Owner,Spayed Female
3 years,A745197,Dog,,Return to Owner,Intact Female
7 years,A745198,Dog,,Return to Owner,Neutered Male
2 years,A745199,Dog,,Adoption,Neutered Male
7 years,A745203,Dog,Partner,Transfer,Spayed Female
1 year,A745204,Cat,Partner,Transfer,Neutered Male
1 year,A745206,Cat,,Euthanasia,Intact Male
10 months,A745214,Dog,,Adoption,Spayed Female
2 months,A745214,Dog,Offsite,Adoption,Spayed Female
5 years,A745215,Dog,Partner,Transfer,Neutered Male
1 year,A745216,Dog,,Adoption,Spayed Female
2 years,A745217,Dog,,Return to Owner,Neutered Male
2 years,A745218,Dog,,Return to Owner,Spayed Female
1 year,A745219,Dog,,Return to Owner,Intact Male
1 year,A745220,Dog,,Return to Owner,Intact Male
1 year,A745228,Dog,,Return to Owner,Neutered Male
3 years,A745233,Dog,,Return to Owner,Intact Female
2 months,A745236,Dog,Partner,Transfer,Neutered Male
2 months,A745238,Dog,,Adoption,Spayed Female
2 months,A745239,Dog,Partner,Transfer,Spayed Female
2 months,A745240,Cat,Partner,Transfer,Intact Female
2 months,A745241,Cat,Partner,Transfer,Intact Male
10 years,A745242,Dog,,Return to Owner,Neutered Male
10 years,A745243,Dog,,Return to Owner,Intact Female
10 years,A745244,Dog,,Return to Owner,Neutered Male
8 years,A745246,Cat,,Adoption,Spayed Female
8 years,A745246,Cat,,Adoption,Spayed Female
1 year,A745248,Dog,,Return to Owner,Intact Female
3 months,A745251,Dog,,Return to Owner,Intact Male
4 years,A745252,Dog,,Adoption,Neutered Male
4 years,A745253,Cat,,Adoption,Spayed Female
4 years,A745253,Cat,,Adoption,Spayed Female
4 years,A745254,Dog,,Return to Owner,Neutered Male
4 years,A745255,Cat,Foster,Adoption,Spayed Female
4 years,A745256,Cat,,Adoption,Neutered Male
4 years,A745257,Cat,,Adoption,Spayed Female
6 years,A745258,Cat,,Adoption,Spayed Female
10 months,A745259,Dog,,Adoption,Neutered Male
10 months,A745259,Dog,,Adoption,Neutered Male
1 year,A745261,Cat,SCRP,Transfer,Neutered Male
2 years,A745263,Dog,Partner,Transfer,Intact Male
1 year,A745264,Dog,,Adoption,Spayed Female
1 year,A745264,Dog,,Adoption,Spayed Female
4 months,A745266,Dog,,Adoption,Neutered Male
6 years,A745271,Cat,Partner,Transfer,Neutered Male
2 years,A745274,Dog,Partner,Transfer,Spayed Female
2 months,A745276,Dog,,Adoption,Neutered Male
2 years,A745280,Dog,,Return to Owner,Neutered Male
4 months,A745281,Dog,,Return to Owner,Intact Male
7 years,A745282,Dog,Offsite,Adoption,Spayed Female
3 years,A745283,Cat,Foster,Adoption,Neutered Male
2 years,A745284,Dog,,Return to Owner,Intact Female
5 years,A745285,Dog,,Return to Owner,Neutered Male
2 years,A745290,Cat,,Adoption,Spayed Female
3 years,A745294,Dog,Partner,Transfer,Neutered Male
1 year,A745296,Dog,,Return to Owner,Intact Male
1 year,A745298,Dog,,Return to Owner,Neutered Male
4 weeks,A745314,Cat,Partner,Transfer,Intact Male
7 years,A745315,Dog,Partner,Transfer,Neutered Male
1 year,A745319,Cat,SCRP,Transfer,Neutered Male
1 year,A745320,Cat,SCRP,Transfer,Spayed Female
6 years,A745321,Cat,Partner,Transfer,Spayed Female
1 year,A745322,Dog,,Return to Owner,Neutered Male
2 years,A745323,Dog,Partner,Transfer,Intact Female
15 years,A745328,Dog,,Return to Owner,Intact Female
3 months,A745329,Dog,,Adoption,Intact Female
2 months,A745332,Dog,Foster,Adoption,Spayed Female
2 months,A745334,Dog,Foster,Adoption,Neutered Male
3 years,A745335,Dog,,Return to Owner,Intact Female
2 months,A745336,Dog,Foster,Adoption,Spayed Female
2 months,A745337,Dog,Foster,Adoption,Neutered Male
2 months,A745338,Dog,Foster,Adoption,Spayed Female
2 months,A745343,Dog,,Adoption,Neutered Male
2 years,A745344,Dog,,Adoption,Spayed Female
2 years,A745346,Dog,,Adoption,Spayed Female
12 years,A745351,Dog,,Adoption,Spayed Female
7 years,A745352,Cat,Partner,Transfer,Intact Female
13 years,A745354,Cat,Partner,Transfer,Spayed Female
13 years,A745354,Cat,,Adoption,Spayed Female
7 months,A745356,Cat,,Return to Owner,Neutered Male
1 year,A745357,Cat,,Adoption,Spayed Female
2 months,A745358,Dog,Partner,Transfer,Intact Female
3 months,A745359,Dog,Partner,Transfer,Intact Female
6 years,A745362,Dog,Partner,Transfer,Spayed Female
2 years,A745365,Cat,Partner,Transfer,Spayed Female
1 year,A745366,Dog,,Adoption,Spayed Female
1 year,A745370,Dog,,Adoption,Neutered Male
1 year,A745370,Dog,,Adoption,Neutered Male
1 year,A745371,Dog,,Adoption,Neutered Male
1 year,A745371,Dog,,Adoption,Neutered Male
6 years,A745373,Dog,,Return to Owner,Spayed Female
9 years,A745374,Dog,,Return to Owner,Intact Female
1 year,A745375,Cat,,Return to Owner,Spayed Female
1 year,A745375,Cat,,Return to Owner,Spayed Female
9 years,A745387,Dog,Foster,Adoption,Neutered Male
7 years,A745390,Cat,Partner,Transfer,Spayed Female
9 years,A745391,Cat,Foster,Adoption,Spayed Female
4 days,A745392,Cat,Partner,Transfer,Unknown
2 years,A745393,Dog,,Return to Owner,Neutered Male
2 months,A745394,Cat,Suffering,Euthanasia,Unknown
1 week,A745395,Cat,Partner,Transfer,Unknown
1 week,A745396,Cat,Partner,Transfer,Unknown
1 week,A745397,Cat,Partner,Transfer,Unknown
1 week,A745399,Cat,Partner,Transfer,Unknown
1 week,A745400,Cat,Partner,Transfer,Unknown
2 months,A745403,Dog,Foster,Adoption,Spayed Female
2 months,A745406,Dog,Foster,Adoption,Spayed Female
2 months,A745407,Dog,Foster,Adoption,Spayed Female
2 months,A745408,Dog,Foster,Adoption,Spayed Female
2 months,A745409,Dog,Foster,Adoption,Spayed Female
1 year,A745413,Cat,Partner,Transfer,Neutered Male
4 years,A745418,Dog,,Return to Owner,Spayed Female
3 years,A745419,Dog,,Return to Owner,Neutered Male
1 year,A745420,Dog,,Return to Owner,Intact Male
3 years,A745421,Dog,,Return to Owner,Intact Male
2 months,A745422,Dog,,Adoption,Neutered Male
4 months,A745423,Dog,Partner,Transfer,Intact Female
2 years,A745424,Cat,Partner,Transfer,Spayed Female
3 months,A745427,Dog,,Adoption,Neutered Male
5 years,A745429,Cat,Partner,Transfer,Intact Female
1 year,A745435,Dog,,Adoption,Spayed Female
1 year,A745435,Dog,,Adoption,Spayed Female
1 year,A745438,Dog,,Adoption,Neutered Male
1 year,A745439,Dog,,Return to Owner,Spayed Female
1 year,A745440,Dog,,Return to Owner,Neutered Male
1 year,A745445,Dog,,Adoption,Neutered Male
2 years,A745446,Dog,,Return to Owner,Intact Male
1 year,A745450,Dog,Partner,Transfer,Neutered Male
10 years,A745457,Dog,,Adoption,Neutered Male
3 years,A745459,Cat,,Adoption,Neutered Male
5 years,A745462,Cat,,Adoption,Neutered Male
5 years,A745463,Cat,,Adoption,Neutered Male
1 year,A745464,Cat,SCRP,Transfer,Intact Male
3 months,A745466,Dog,,Return to Owner,Intact Male
2 years,A745471,Dog,Partner,Transfer,Neutered Male
5 years,A745472,Dog,,Adoption,Intact Male
1 year,A745473,Cat,Partner,Transfer,Neutered Male
6 years,A745475,Dog,,Adoption,Spayed Female
6 years,A745475,Dog,,Adoption,Spayed Female
8 years,A745476,Dog,Partner,Transfer,Spayed Female
6 months,A745477,Dog,Partner,Transfer,Neutered Male
9 months,A745478,Dog,Partner,Transfer,Intact Female
12 years,A745482,Dog,,Return to Owner,Spayed Female
10 months,A745483,Dog,,Return to Owner,Intact Male
6 days,A745484,Cat,Partner,Transfer,Unknown
6 days,A745485,Cat,Partner,Transfer,Unknown
6 days,A745486,Cat,Partner,Transfer,Unknown
6 days,A745487,Cat,Partner,Transfer,Unknown
6 days,A745488,Cat,Partner,Transfer,Unknown
2 months,A745489,Dog,,Adoption,Neutered Male
2 months,A745490,Dog,,Adoption,Spayed Female
3 years,A745491,Dog,,Return to Owner,Intact Female
4 years,A745491,Dog,,Return to Owner,Intact Female
5 months,A745492,Cat,,Adoption,Neutered Male
6 months,A745493,Cat,,Adoption,Neutered Male
6 months,A745494,Cat,,Adoption,Neutered Male
7 months,A745494,Cat,,Adoption,Neutered Male
1 year,A745496,Dog,,Adoption,Spayed Female
2 years,A745498,Dog,,Adoption,Spayed Female
2 years,A745501,Dog,,Adoption,Spayed Female
2 months,A745509,Dog,,Return to Owner,Intact Male
4 years,A745520,Dog,,Adoption,Spayed Female
4 years,A745522,Dog,,Adoption,Spayed Female
1 year,A745526,Dog,,Return to Owner,Neutered Male
1 year,A745526,Dog,,Adoption,Neutered Male
1 year,A745526,Dog,,Adoption,Neutered Male
12 years,A745528,Dog,,Return to Owner,Spayed Female
2 days,A745529,Cat,Partner,Transfer,Intact Female
1 year,A745530,Cat,SCRP,Transfer,Spayed Female
15 years,A745537,Dog,,Return to Owner,Spayed Female
1 year,A745538,Cat,SCRP,Transfer,Spayed Female
2 years,A745544,Cat,Foster,Adoption,Spayed Female
3 years,A745550,Cat,Partner,Transfer,Neutered Male
2 months,A745552,Dog,,Adoption,Spayed Female
7 months,A745556,Dog,,Return to Owner,Neutered Male
1 month,A745558,Cat,Partner,Transfer,Intact Male
5 years,A745560,Cat,,Return to Owner,Neutered Male
2 years,A745566,Dog,,Return to Owner,Intact Male
6 years,A745571,Cat,SCRP,Transfer,Intact Male
10 months,A745577,Dog,,Adoption,Neutered Male
2 years,A745579,Dog,Partner,Transfer,Spayed Female
2 years,A745580,Dog,,Adoption,Neutered Male
3 years,A745587,Dog,,Return to Owner,Intact Male
1 year,A745589,Dog,Foster,Adoption,Neutered Male
10 months,A745593,Dog,,Adoption,Spayed Female
3 years,A745596,Cat,Snr,Transfer,Neutered Male
3 years,A745596,Cat,SCRP,Transfer,Neutered Male
3 years,A745596,Cat,Snr,Transfer,Neutered Male
5 months,A745597,Cat,SCRP,Transfer,Intact Female
5 months,A745598,Cat,SCRP,Transfer,Intact Female
1 year,A745601,Dog,,Return to Owner,Spayed Female
7 months,A745602,Dog,,Adoption,Spayed Female
7 months,A745602,Dog,,Adoption,Spayed Female
4 years,A745606,Dog,,Return to Owner,Spayed Female
7 years,A745608,Dog,,Return to Owner,Neutered Male
6 years,A745610,Dog,,Adoption,Neutered Male
2 months,A745612,Cat,Foster,Adoption,Spayed Female
3 months,A745616,Cat,Foster,Adoption,Spayed Female
2 months,A745617,Cat,Foster,Adoption,Spayed Female
1 year,A745618,Dog,,Adoption,Neutered Male
1 month,A745619,Dog,Partner,Transfer,Intact Female
5 months,A745620,Cat,,Adoption,Neutered Male
5 months,A745621,Cat,,Adoption,Spayed Female
2 years,A745623,Cat,SCRP,Transfer,Neutered Male
2 years,A745624,Dog,,Adoption,Neutered Male
2 years,A745625,Dog,Partner,Transfer,Neutered Male
1 year,A745626,Dog,Partner,Transfer,Spayed Female
1 month,A745627,Cat,,Adoption,Spayed Female
6 months,A745632,Dog,Partner,Transfer,Spayed Female
2 years,A745633,Dog,Partner,Transfer,Spayed Female
2 months,A745634,Dog,Partner,Transfer,Spayed Female
2 months,A745635,Dog,,Adoption,Spayed Female
2 months,A745636,Dog,,Adoption,Neutered Male
2 months,A745636,Dog,Partner,Transfer,Neutered Male
2 years,A745637,Dog,Partner,Transfer,Neutered Male
1 year,A745639,Dog,Partner,Transfer,Intact Male
1 year,A745640,Dog,,Adoption,Neutered Male
1 year,A745641,Cat,Partner,Transfer,Neutered Male
3 years,A745649,Cat,SCRP,Transfer,Intact Male
5 years,A745651,Cat,Partner,Transfer,Intact Female
1 weeks,A745653,Cat,Partner,Transfer,Intact Female
1 weeks,A745654,Cat,Partner,Transfer,Intact Male
1 weeks,A745655,Cat,Partner,Transfer,Intact Male
1 weeks,A745656,Cat,Partner,Transfer,Intact Female
7 years,A745657,Dog,,Adoption,Spayed Female
1 year,A745658,Dog,,Rto-Adopt,Neutered Male
1 year,A745658,Dog,,Adoption,Neutered Male
1 year,A745659,Dog,,Adoption,Spayed Female
1 year,A745659,Dog,,Adoption,Spayed Female
4 months,A745660,Dog,,Adoption,Neutered Male
4 months,A745660,Dog,,Adoption,Neutered Male
2 years,A745663,Dog,,Return to Owner,Intact Male
2 years,A745665,Dog,,Adoption,Spayed Female
5 years,A745673,Cat,,Return to Owner,Spayed Female
5 months,A745674,Cat,Partner,Transfer,Neutered Male
5 months,A745675,Cat,Partner,Transfer,Neutered Male
5 months,A745676,Cat,,Adoption,Neutered Male
10 years,A745678,Dog,,Return to Owner,Intact Female
6 years,A745679,Dog,,Return to Owner,Neutered Male
1 year,A745681,Cat,Partner,Transfer,Neutered Male
7 years,A745682,Cat,Partner,Transfer,Spayed Female
1 year,A745683,Dog,,Adoption,Neutered Male
1 year,A745685,Dog,,Adoption,Spayed Female
1 year,A745686,Dog,Partner,Transfer,Neutered Male
3 years,A745687,Dog,,Return to Owner,Intact Male
2 years,A745688,Dog,,Return to Owner,Intact Male
2 years,A745689,Dog,,Return to Owner,Neutered Male
2 years,A745689,Dog,,Adoption,Neutered Male
7 months,A745690,Dog,,Adoption,Spayed Female
3 years,A745691,Dog,,Return to Owner,Intact Female
1 year,A745693,Dog,,Adoption,Neutered Male
1 week,A745697,Cat,Partner,Transfer,Unknown
1 week,A745698,Cat,Partner,Transfer,Unknown
1 week,A745699,Cat,Partner,Transfer,Unknown
1 week,A745700,Cat,Partner,Transfer,Unknown
7 years,A745702,Cat,Partner,Transfer,Intact Female
1 year,A745708,Dog,,Adoption,Neutered Male
9 years,A745709,Dog,,Return to Owner,Spayed Female
7 months,A745712,Dog,,Adoption,Spayed Female
1 year,A745713,Dog,,Return to Owner,Neutered Male
3 years,A745714,Dog,,Return to Owner,Neutered Male
3 years,A745715,Dog,,Adoption,Spayed Female
1 year,A745716,Dog,,Adoption,Neutered Male
3 years,A745728,Cat,,Rto-Adopt,Neutered Male
6 days,A745729,Cat,Partner,Transfer,Intact Male
2 years,A745734,Dog,Partner,Transfer,Neutered Male
1 year,A745735,Dog,,Return to Owner,Neutered Male
2 years,A745736,Dog,,Return to Owner,Neutered Male
2 years,A745740,Cat,Foster,Adoption,Spayed Female
2 months,A745741,Cat,Foster,Adoption,Neutered Male
2 months,A745742,Cat,Foster,Adoption,Spayed Female
1 month,A745743,Cat,Foster,Adoption,Spayed Female
2 months,A745747,Dog,,Adoption,Neutered Male
8 years,A745749,Cat,Partner,Transfer,Neutered Male
2 years,A745750,Dog,,Return to Owner,Spayed Female
6 months,A745751,Dog,Partner,Transfer,Spayed Female
8 months,A745752,Dog,Partner,Transfer,Spayed Female
1 year,A745755,Dog,,Return to Owner,Intact Female
6 months,A745757,Dog,,Adoption,Neutered Male
6 years,A745760,Dog,,Adoption,Neutered Male
6 years,A745760,Dog,,Adoption,Neutered Male
1 week,A745763,Cat,Partner,Transfer,Unknown
1 week,A745764,Cat,Partner,Transfer,Unknown
7 years,A745771,Dog,,Return to Owner,Spayed Female
1 year,A745772,Dog,,Adoption,Neutered Male
17 years,A745774,Dog,,Return to Owner,Intact Female
5 months,A745775,Dog,,Adoption,Neutered Male
3 months,A745776,Cat,,Adoption,Neutered Male
4 weeks,A745778,Cat,Partner,Transfer,Intact Male
1 year,A745786,Dog,Partner,Transfer,Intact Male
4 years,A745789,Dog,Partner,Transfer,Neutered Male
4 years,A745790,Dog,,Return to Owner,Intact Female
2 months,A745791,Dog,Foster,Adoption,Neutered Male
2 months,A745792,Dog,Foster,Adoption,Neutered Male
1 year,A745794,Dog,Partner,Transfer,Spayed Female
1 year,A745794,Dog,,Adoption,Spayed Female
4 months,A745795,Dog,Partner,Transfer,Neutered Male
2 months,A745796,Dog,Partner,Transfer,Intact Male
2 years,A745797,Dog,,Adoption,Neutered Male
11 years,A745798,Cat,Suffering,Euthanasia,Neutered Male
9 years,A745803,Dog,,Return to Owner,Intact Male
1 year,A745804,Dog,,Adoption,Neutered Male
1 year,A745807,Dog,,Adoption,Neutered Male
1 year,A745807,Dog,,Adoption,Neutered Male
7 years,A745808,Dog,Foster,Adoption,Neutered Male
1 year,A745809,Cat,SCRP,Transfer,Intact Female
1 year,A745810,Cat,SCRP,Transfer,Intact Female
2 years,A745811,Cat,Partner,Transfer,Intact Female
1 year,A745817,Dog,,Return to Owner,Intact Male
5 months,A745819,Dog,Partner,Transfer,Intact Male
5 months,A745820,Dog,Partner,Transfer,Intact Male
1 year,A745821,Dog,,Adoption,Intact Male
8 months,A745823,Cat,SCRP,Transfer,Intact Female
1 year,A745826,Dog,,Return to Owner,Intact Male
1 year,A745827,Dog,,Return to Owner,Intact Female
2 years,A745828,Dog,Partner,Transfer,Intact Female
5 days,A745832,Cat,Partner,Transfer,Unknown
5 days,A745833,Cat,Partner,Transfer,Unknown
5 days,A745834,Cat,Partner,Transfer,Unknown
1 year,A745838,Dog,,Adoption,Spayed Female
5 years,A745840,Cat,Foster,Adoption,Neutered Male
1 year,A745841,Cat,,Rto-Adopt,Spayed Female
1 year,A745841,Cat,SCRP,Transfer,Spayed Female
1 year,A745842,Dog,Partner,Transfer,Spayed Female
1 year,A745842,Dog,,Adoption,Spayed Female
4 months,A745843,Dog,,Adoption,Spayed Female
7 years,A745846,Dog,,Return to Owner,Intact Female
5 years,A745847,Dog,,Adoption,Neutered Male
1 year,A745848,Dog,Partner,Transfer,Neutered Male
2 years,A745850,Dog,,Return to Owner,Intact Male
2 years,A745851,Dog,,Return to Owner,Neutered Male
2 months,A745852,Dog,Partner,Transfer,Intact Male
1 year,A745853,Dog,,Adoption,Neutered Male
9 months,A745854,Dog,,Return to Owner,Spayed Female
16 years,A745857,Dog,,Return to Owner,Intact Female
7 years,A745860,Dog,,Return to Owner,Intact Male
3 years,A745864,Dog,,Return to Owner,Neutered Male
4 months,A745868,Dog,,Adoption,Spayed Female
2 years,A745871,Dog,,Return to Owner,Neutered Male
2 years,A745872,Dog,,Return to Owner,Spayed Female
2 years,A745875,Dog,,Adoption,Spayed Female
2 years,A745875,Dog,,Adoption,Spayed Female
1 year,A745878,Dog,,Adoption,Spayed Female
2 months,A745878,Dog,,Adoption,Spayed Female
1 year,A745878,Dog,,Adoption,Spayed Female
8 months,A745881,Dog,Partner,Transfer,Spayed Female
2 months,A745882,Cat,,Adoption,Spayed Female
7 years,A745883,Dog,,Adoption,Neutered Male
2 months,A745884,Cat,,Adoption,Neutered Male
2 months,A745885,Cat,,Adoption,Spayed Female
18 years,A745886,Dog,,Return to Owner,Intact Female
6 months,A745888,Dog,Partner,Transfer,Intact Male
10 months,A745889,Dog,,Rto-Adopt,Neutered Male
3 months,A745890,Dog,Partner,Transfer,Spayed Female
3 months,A745890,Dog,,Adoption,Spayed Female
2 months,A745891,Dog,,Adoption,Spayed Female
3 months,A745891,Dog,,Adoption,Spayed Female
4 years,A745897,Cat,,Adoption,Spayed Female
3 years,A745898,Cat,,Adoption,Neutered Male
3 years,A745899,Cat,,Adoption,Neutered Male
3 years,A745899,Cat,,Adoption,Neutered Male
1 year,A745902,Dog,,Return to Owner,Neutered Male
11 months,A745902,Dog,,Adoption,Neutered Male
14 years,A745905,Cat,,Return to Owner,Spayed Female
2 years,A745908,Cat,,Adoption,Neutered Male
1 year,A745909,Dog,,Adoption,Spayed Female
1 year,A745910,Dog,,Return to Owner,Intact Male
1 year,A745910,Dog,,Return to Owner,Intact Male
1 year,A745913,Dog,Suffering,Euthanasia,Intact Female
2 months,A745914,Dog,,Adoption,Spayed Female
2 months,A745915,Dog,,Adoption,Spayed Female
2 months,A745916,Dog,,Adoption,Neutered Male
1 year,A745917,Dog,,Adoption,Spayed Female
1 month,A745918,Dog,,Adoption,Neutered Male
1 month,A745919,Dog,Partner,Transfer,Intact Male
1 month,A745920,Dog,,Adoption,Neutered Male
1 month,A745921,Dog,Partner,Transfer,Intact Female
3 months,A745922,Dog,,Return to Owner,Intact Female
2 years,A745923,Dog,Partner,Transfer,Neutered Male
1 year,A745924,Cat,Partner,Transfer,Spayed Female
10 years,A745927,Cat,Suffering,Euthanasia,Intact Female
2 years,A745934,Dog,,Return to Owner,Neutered Male
2 years,A745937,Dog,In Kennel,Died,Intact Female
1 year,A745938,Dog,,Adoption,Spayed Female
1 year,A745940,Dog,Partner,Transfer,Intact Female
2 years,A745941,Cat,SCRP,Transfer,Neutered Male
12 years,A745946,Dog,Foster,Adoption,Neutered Male
10 months,A745949,Dog,,Adoption,Neutered Male
6 years,A745951,Cat,,Adoption,Neutered Male
6 years,A745952,Cat,,Adoption,Spayed Female
1 year,A745960,Cat,Partner,Transfer,Neutered Male
1 year,A745961,Cat,SCRP,Transfer,Intact Female
7 months,A745962,Cat,SCRP,Transfer,Intact Male
2 years,A745964,Cat,,Adoption,Neutered Male
2 months,A745966,Cat,Foster,Adoption,Spayed Female
2 months,A745967,Cat,Foster,Adoption,Spayed Female
2 months,A745968,Cat,Foster,Adoption,Neutered Male
2 months,A745969,Cat,Foster,Adoption,Neutered Male
1 year,A745970,Dog,,Adoption,Neutered Male
2 years,A745971,Dog,Partner,Transfer,Intact Female
1 year,A745972,Dog,Partner,Transfer,Intact Female
10 months,A745974,Dog,Partner,Transfer,Neutered Male
2 years,A745975,Dog,Partner,Transfer,Intact Female
10 years,A745979,Dog,Partner,Transfer,Spayed Female
8 months,A745981,Dog,,Adoption,Neutered Male
1 year,A745983,Dog,,Adoption,Spayed Female
2 years,A745984,Dog,,Return to Owner,Neutered Male
8 years,A745985,Dog,Partner,Transfer,Intact Female
2 years,A745986,Dog,,Return to Owner,Neutered Male
