age_upon_intake,animal_id,animal_type,intake_condition,intake_type,sex_upon_intake
2 years,A734512,Dog,Normal,Stray,Intact Female
3 days,A734518,Cat,Nursing,Stray,Unknown
3 days,A734519,Cat,Nursing,Stray,Unknown
1 year,A734520,Dog,Normal,Owner Surrender,Neutered Male
1 year,A734520,Dog,Normal,Stray,Neutered Male
1 year,A734520,Dog,Normal,Stray,Neutered Male
7 months,A734520,Dog,Normal,Owner Surrender,Neutered Male
4 years,A734522,Dog,Normal,Owner Surrender,Intact Female
1 year,A734523,Dog,Normal,Stray,Intact Male
1 year,A734524,Dog,Normal,Stray,Neutered Male
1 month,A734525,Dog,Normal,Stray,Intact Male
1 month,A734526,Dog,Normal,Stray,Intact Male
1 month,A734527,Dog,Normal,Stray,Intact Female
1 month,A734528,Dog,Normal,Stray,Intact Female
1 month,A734529,Dog,Normal,Stray,Intact Male
1 year,A734530,Dog,Normal,Stray,Intact Male
1 year,A734531,Cat,Injured,Stray,Spayed Female
4 years,A734532,Dog,Normal,Stray,Intact Female
1 year,A734533,Dog,Normal,Stray,Intact Female
3 years,A734536,Dog,Normal,Stray,Neutered Male
4 months,A734537,Cat,Normal,Owner Surrender,Intact Female
2 years,A734538,Dog,Normal,Stray,Intact Female
2 years,A734538,Dog,Normal,Owner Surrender,Spayed Female
6 years,A734539,Dog,Normal,Stray,Intact Female
4 months,A734540,Dog,Normal,Stray,Intact Male
4 months,A734541,Dog,Normal,Stray,Intact Male
3 years,A734542,Cat,Normal,Public Assist,Intact Male
3 years,A734543,Cat,Normal,Public Assist,Intact Female
3 years,A734544,Cat,Normal,Public Assist,Intact Female
2 months,A734546,Cat,Normal,Stray,Intact Male
2 months,A734547,Cat,Normal,Stray,Intact Female
2 months,A734548,Cat,Normal,Stray,Intact Female
12 years,A734549,Dog,Normal,Public Assist,Intact Female
3 years,A734551,Dog,Normal,Public Assist,Spayed Female
3 months,A734553,Dog,Normal,Stray,Intact Female
7 months,A734554,Dog,Normal,Stray,Intact Male
2 weeks,A734557,Cat,Normal,Stray,Intact Female
1 week,A734559,Cat,Nursing,Stray,Unknown
1 week,A734560,Cat,Nursing,Stray,Unknown
0 years,A734566,Cat,Nursing,Public Assist,Unknown
1 month,A734567,Cat,Injured,Stray,Unknown
10 months,A734570,Dog,Normal,Stray,Intact Male
11 years,A734572,Cat,Normal,Stray,Intact Female
2 years,A734576,Dog,Injured,Stray,Intact Female
5 years,A734578,Dog,Normal,Public Assist,Spayed Female
7 months,A734581,Cat,Normal,Stray,Neutered Male
1 month,A734581,Cat,Normal,Stray,Intact Male
2 years,A734582,Dog,Normal,Stray,Intact Male
15 years,A734583,Dog,Normal,Stray,Intact Male
15 years,A734583,Dog,Normal,Stray,Intact Male
3 years,A734584,Dog,Normal,Stray,Intact Male
1 month,A734585,Cat,Normal,Owner Surrender,Intact Female
1 month,A734586,Cat,Normal,Owner Surrender,Intact Female
1 month,A734587,Cat,Normal,Owner Surrender,Intact Female
5 months,A734588,Dog,Normal,Stray,Intact Male
1 month,A734589,Cat,Normal,Stray,Intact Male
1 month,A734590,Cat,Normal,Stray,Intact Female
1 month,A734591,Cat,Normal,Stray,Intact Male
1 month,A734595,Cat,Normal,Stray,Intact Male
3 weeks,A734596,Cat,Normal,Stray,Intact Female
3 weeks,A734597,Cat,Normal,Stray,Intact Female
3 weeks,A734598,Cat,Normal,Stray,Intact Male
3 months,A734599,Cat,Normal,Owner Surrender,Neutered Male
3 weeks,A734599,Cat,Normal,Stray,Intact Male
2 weeks,A734600,Cat,Normal,Stray,Intact Male
3 weeks,A734601,Cat,Normal,Stray,Unknown
2 years,A734602,Dog,Normal,Public Assist,Spayed Female
10 months,A734603,Dog,Normal,Stray,Intact Female
1 year,A734604,Dog,Normal,Stray,Intact Female
12 years,A734606,Cat,Normal,Owner Surrender,Spayed Female
1 year,A734608,Dog,Normal,Stray,Intact Female
3 weeks,A734609,Cat,Normal,Stray,Intact Female
1 year,A734610,Cat,Normal,Stray,Spayed Female
11 months,A734612,Dog,Normal,Stray,Intact Male
1 year,A734612,Dog,Normal,Stray,Neutered Male
2 years,A734612,Dog,Normal,Stray,Neutered Male
2 years,A734612,Dog,Normal,Stray,Neutered Male
2 years,A734614,Dog,Normal,Stray,Intact Female
2 years,A734615,Dog,Normal,Stray,Intact Female
4 years,A734616,Dog,Normal,Owner Surrender,Neutered Male
1 year,A734619,Cat,Feral,Stray,Neutered Male
1 year,A734624,Dog,Normal,Stray,Intact Male
1 year,A734625,Dog,Normal,Stray,Intact Male
3 weeks,A734626,Cat,Sick,Stray,Intact Male
1 year,A734627,Cat,Normal,Stray,Intact Female
1 year,A734629,Cat,Normal,Stray,Intact Female
1 year,A734630,Cat,Normal,Stray,Intact Female
1 year,A734631,Cat,Normal,Stray,Intact Female
1 month,A734632,Cat,Normal,Stray,Intact Female
1 month,A734633,Cat,Normal,Stray,Intact Male
1 month,A734634,Cat,Normal,Stray,Intact Female
1 month,A734635,Cat,Normal,Stray,Intact Female
2 years,A734636,Dog,Normal,Stray,Intact Male
1 year,A734637,Dog,Normal,Stray,Neutered Male
5 months,A734638,Cat,Normal,Stray,Intact Female
14 years,A734639,Dog,Normal,Stray,Spayed Female
8 months,A734640,Dog,Normal,Stray,Intact Male
2 months,A734641,Cat,Normal,Stray,Intact Female
8 months,A734642,Dog,Normal,Stray,Intact Male
6 months,A734643,Dog,Normal,Stray,Intact Female
2 years,A734645,Dog,Normal,Stray,Intact Female
1 year,A734646,Cat,Sick,Stray,Intact Female
1 year,A734647,Dog,Normal,Owner Surrender,Neutered Male
1 year,A734647,Dog,Normal,Stray,Intact Male
2 years,A734648,Dog,Normal,Public Assist,Spayed Female
3 years,A734649,Cat,Normal,Stray,Neutered Male
3 years,A734650,Dog,Normal,Stray,Spayed Female
3 years,A734651,Dog,Normal,Stray,Spayed Female
1 year,A734652,Cat,Normal,Owner Surrender,Intact Male
4 years,A734653,Dog,Normal,Stray,Intact Female
1 year,A734656,Dog,Normal,Stray,Spayed Female
2 months,A734657,Cat,Normal,Stray,Intact Female
1 year,A734658,Cat,Normal,Stray,Intact Female
3 months,A734659,Cat,Normal,Stray,Intact Male
2 months,A734660,Cat,Normal,Stray,Intact Male
2 months,A734661,Cat,Normal,Stray,Intact Male
2 years,A734662,Cat,Normal,Owner Surrender,Neutered Male
3 weeks,A734663,Cat,Normal,Stray,Unknown
3 weeks,A734664,Cat,Normal,Stray,Unknown
3 weeks,A734665,Cat,Normal,Stray,Unknown
1 year,A734668,Dog,Normal,Stray,Intact Male
6 years,A734670,Dog,Normal,Stray,Neutered Male
4 months,A734671,Dog,Normal,Stray,Intact Female
4 months,A734672,Dog,Normal,Stray,Intact Female
10 years,A734673,Dog,Normal,Stray,Intact Female
6 months,A734675,Dog,Normal,Stray,Intact Male
6 months,A734676,Dog,Normal,Stray,Intact Male
2 years,A734677,Dog,Normal,Stray,Neutered Male
3 years,A734679,Dog,Normal,Owner Surrender,Neutered Male
1 year,A734680,Dog,Normal,Owner Surrender,Neutered Male
1 year,A734681,Dog,Normal,Owner Surrender,Neutered Male
1 year,A734682,Dog,Normal,Owner Surrender,Neutered Male
2 years,A734683,Dog,Normal,Stray,Spayed Female
2 years,A734684,Cat,Normal,Stray,Neutered Male
5 years,A734686,Dog,Injured,Stray,Intact Male
2 months,A734687,Cat,Normal,Stray,Intact Male
2 months,A734688,Cat,Normal,Stray,Intact Female
2 months,A734689,Cat,Normal,Stray,Intact Male
2 months,A734690,Cat,Normal,Stray,Intact Female
2 months,A734691,Cat,Normal,Stray,Intact Male
2 months,A734692,Cat,Normal,Stray,Intact Female
2 years,A734695,Dog,Normal,Stray,Neutered Male
3 months,A734696,Cat,Normal,Stray,Intact Male
6 months,A734697,Dog,Normal,Stray,Intact Male
2 years,A734698,Cat,Normal,Stray,Intact Female
5 months,A734700,Cat,Normal,Stray,Intact Female
10 years,A734701,Dog,Normal,Stray,Neutered Male
2 years,A734703,Dog,Normal,Stray,Intact Female
2 years,A734704,Dog,Normal,Stray,Intact Male
2 years,A734704,Dog,Normal,Stray,Neutered Male
4 months,A734706,Dog,Normal,Stray,Intact Female
4 months,A734707,Dog,Normal,Stray,Intact Female
3 years,A734708,Dog,Normal,Public Assist,Intact Male
4 months,A734709,Dog,Normal,Stray,Intact Female
2 years,A734711,Cat,Sick,Stray,Neutered Male
1 year,A734712,Cat,Normal,Stray,Intact Female
6 months,A734713,Dog,Normal,Stray,Intact Female
1 year,A734713,Dog,Normal,Owner Surrender,Spayed Female
1 year,A734713,Dog,Normal,Owner Surrender,Spayed Female
1 year,A734716,Dog,Normal,Stray,Neutered Male
12 years,A734717,Dog,Normal,Stray,Spayed Female
1 year,A734719,Dog,Normal,Stray,Intact Female
2 months,A734720,Dog,Normal,Stray,Intact Male
5 years,A734724,Cat,Sick,Stray,Intact Female
3 weeks,A734725,Cat,Sick,Stray,Unknown
3 weeks,A734726,Cat,Sick,Stray,Unknown
3 weeks,A734727,Cat,Sick,Stray,Unknown
3 weeks,A734728,Cat,Sick,Stray,Unknown
3 weeks,A734729,Cat,Sick,Stray,Unknown
3 years,A734730,Dog,Normal,Owner Surrender,Spayed Female
3 years,A734730,Dog,Normal,Stray,Intact Female
3 years,A734730,Dog,Normal,Owner Surrender,Spayed Female
3 years,A734731,Dog,Normal,Public Assist,Spayed Female
1 year,A734734,Cat,Injured,Stray,Neutered Male
1 weeks,A734735,Cat,Normal,Stray,Unknown
6 months,A734737,Cat,Normal,Stray,Intact Male
9 months,A734740,Dog,Normal,Stray,Spayed Female
2 weeks,A734741,Cat,Normal,Stray,Intact Male
2 weeks,A734742,Cat,Normal,Stray,Intact Female
2 weeks,A734743,Cat,Normal,Stray,Intact Male
2 weeks,A734744,Cat,Normal,Stray,Intact Female
2 weeks,A734745,Cat,Normal,Stray,Intact Female
2 weeks,A734746,Cat,Normal,Stray,Intact Male
2 years,A734747,Dog,Normal,Stray,Intact Male
1 month,A734748,Cat,Normal,Stray,Intact Male
1 month,A734749,Cat,Normal,Stray,Intact Male
1 month,A734750,Cat,Normal,Stray,Intact Female
1 month,A734751,Dog,Normal,Stray,Intact Male
3 years,A734752,Dog,Normal,Public Assist,Neutered Male
2 years,A734755,Dog,Normal,Owner Surrender,Neutered Male
3 years,A734755,Dog,Normal,Public Assist,Neutered Male
2 years,A734756,Dog,Normal,Owner Surrender,Intact Female
3 years,A734757,Dog,Normal,Stray,Intact Female
2 years,A734759,Dog,Normal,Stray,Intact Female
2 years,A734761,Cat,Normal,Stray,Intact Female
4 weeks,A734762,Cat,Normal,Stray,Intact Female
4 weeks,A734763,Cat,Normal,Stray,Intact Female
5 months,A734764,Dog,Normal,Stray,Intact Female
1 year,A734764,Dog,Normal,Stray,Intact Female
4 weeks,A734765,Cat,Normal,Stray,Intact Female
4 weeks,A734766,Cat,Normal,Stray,Intact Male
4 weeks,A734767,Cat,Normal,Stray,Intact Male
1 year,A734768,Dog,Normal,Owner Surrender,Intact Male
6 years,A734775,Dog,Normal,Public Assist,Neutered Male
1 month,A734776,Cat,Normal,Stray,Intact Female
15 years,A734778,Dog,Normal,Stray,Spayed Female
15 years,A734778,Dog,Normal,Stray,Spayed Female
14 years,A734778,Dog,Normal,Stray,Spayed Female
14 years,A734778,Dog,Normal,Stray,Spayed Female
15 years,A734778,Dog,Normal,Stray,Spayed Female
1 year,A734779,Dog,Normal,Stray,Intact Male
2 years,A734781,Cat,Injured,Stray,Intact Male
2 years,A734784,Dog,Normal,Stray,Intact Female
3 years,A734785,Dog,Sick,Stray,Intact Male
6 days,A734786,Cat,Nursing,Stray,Unknown
6 days,A734787,Cat,Nursing,Stray,Unknown
3 months,A734788,Cat,Injured,Stray,Intact Male
1 year,A734788,Cat,Normal,Owner Surrender,Neutered Male
1 year,A734788,Cat,Normal,Owner Surrender,Neutered Male
2 years,A734792,Dog,Normal,Stray,Intact Female
10 months,A734793,Dog,Normal,Stray,Spayed Female
1 month,A734795,Cat,Normal,Stray,Intact Male
10 months,A734796,Dog,Normal,Stray,Intact Male
4 months,A734797,Dog,Normal,Stray,Intact Female
8 months,A734800,Dog,Normal,Stray,Intact Female
6 months,A734801,Dog,Normal,Stray,Intact Male
2 years,A734802,Cat,Normal,Stray,Intact Female
3 months,A734803,Dog,Normal,Stray,Intact Male
3 months,A734804,Dog,Normal,Stray,Intact Female
2 months,A734807,Dog,Normal,Owner Surrender,Spayed Female
2 months,A734807,Dog,Normal,Stray,Intact Female
3 weeks,A734808,Cat,Normal,Stray,Intact Female
3 weeks,A734809,Cat,Normal,Stray,Intact Male
3 weeks,A734810,Cat,Normal,Stray,Intact Female
3 weeks,A734811,Cat,Normal,Stray,Intact Female
3 weeks,A734812,Cat,Normal,Stray,Intact Female
2 years,A734813,Cat,Normal,Stray,Intact Female
1 month,A734819,Cat,Normal,Stray,Intact Female
5 years,A734820,Cat,Normal,Stray,Spayed Female
1 year,A734821,Dog,Normal,Stray,Intact Female
8 years,A734822,Dog,Aged,Stray,Neutered Male
4 weeks,A734823,Cat,Normal,Stray,Intact Female
4 weeks,A734824,Cat,Normal,Stray,Intact Male
5 months,A734827,Cat,Normal,Stray,Intact Female
9 years,A734830,Dog,Normal,Public Assist,Spayed Female
1 year,A734833,Cat,Normal,Stray,Intact Female
1 year,A734834,Dog,Normal,Stray,Intact Female
1 year,A734835,Cat,Normal,Stray,Spayed Female
1 year,A734836,Dog,Normal,Public Assist,Neutered Male
2 years,A734839,Dog,Normal,Owner Surrender,Spayed Female
1 year,A734846,Cat,Injured,Stray,Spayed Female
4 months,A734848,Dog,Injured,Stray,Intact Male
5 months,A734849,Cat,Normal,Stray,Intact Male
8 years,A734850,Dog,Normal,Stray,Intact Female
5 years,A734852,Cat,Injured,Stray,Spayed Female
10 years,A734854,Cat,Injured,Stray,Spayed Female
4 years,A734856,Cat,Sick,Owner Surrender,Intact Male
1 year,A734858,Dog,Normal,Stray,Intact Male
1 year,A734859,Dog,Normal,Stray,Intact Male
6 months,A734860,Dog,Normal,Owner Surrender,Intact Female
4 weeks,A734861,Cat,Normal,Owner Surrender,Intact Male
4 weeks,A734862,Cat,Normal,Owner Surrender,Intact Female
4 weeks,A734863,Cat,Normal,Owner Surrender,Intact Female
4 weeks,A734864,Cat,Normal,Owner Surrender,Intact Female
4 weeks,A734865,Cat,Normal,Owner Surrender,Intact Female
1 year,A734866,Cat,Normal,Owner Surrender,Intact Female
8 years,A734867,Dog,Normal,Stray,Spayed Female
1 year,A734868,Dog,Normal,Stray,Neutered Male
2 months,A734868,Dog,Normal,Stray,Intact Male
4 weeks,A734869,Cat,Normal,Stray,Intact Female
1 year,A734870,Cat,Normal,Stray,Intact Female
2 years,A734874,Dog,Injured,Stray,Intact Male
4 weeks,A734875,Cat,Normal,Stray,Intact Female
2 months,A734876,Dog,Normal,Stray,Intact Female
2 months,A734877,Dog,Normal,Stray,Intact Male
2 months,A734878,Dog,Normal,Stray,Intact Male
8 months,A734879,Dog,Normal,Stray,Intact Male
8 months,A734880,Dog,Normal,Stray,Neutered Male
4 months,A734882,Dog,Normal,Stray,Intact Male
5 months,A734883,Cat,Normal,Stray,Intact Male
1 month,A734884,Cat,Normal,Stray,Intact Male
1 year,A734885,Dog,Normal,Stray,Spayed Female
2 years,A734888,Dog,Normal,Stray,Intact Female
3 years,A734889,Dog,Normal,Stray,Intact Male
5 months,A734896,Cat,Normal,Stray,Intact Female
11 years,A734897,Cat,Normal,Owner Surrender,Spayed Female
1 year,A734906,Cat,Normal,Stray,Intact Female
6 months,A734907,Cat,Normal,Owner Surrender,Intact Male
1 month,A734908,Cat,Normal,Stray,Intact Female
1 month,A734909,Cat,Normal,Stray,Intact Female
1 month,A734910,Cat,Normal,Stray,Intact Female
6 months,A734911,Cat,Normal,Owner Surrender,Intact Female
1 month,A734912,Cat,Normal,Stray,Intact Male
6 months,A734913,Cat,Normal,Owner Surrender,Intact Female
12 years,A734914,Cat,Normal,Stray,Spayed Female
8 months,A734915,Cat,Normal,Stray,Intact Female
2 years,A734918,Dog,Normal,Stray,Intact Female
1 year,A734919,Dog,Normal,Stray,Neutered Male
1 year,A734920,Dog,Normal,Stray,Intact Female
1 year,A734921,Dog,Normal,Stray,Intact Female
8 months,A734922,Dog,Normal,Stray,Intact Female
2 months,A734923,Cat,Normal,Owner Surrender,Intact Female
2 months,A734924,Cat,Normal,Owner Surrender,Intact Male
2 months,A734925,Cat,Normal,Owner Surrender,Intact Female
8 years,A734926,Cat,Normal,Owner Surrender,Spayed Female
1 year,A734928,Dog,Normal,Stray,Intact Female
6 months,A734929,Dog,Normal,Stray,Intact Female
2 years,A734931,Dog,Normal,Stray,Intact Female
4 years,A734933,Cat,Normal,Stray,Neutered Male
1 year,A734935,Dog,Normal,Stray,Intact Female
1 year,A734935,Dog,Normal,Stray,Spayed Female
2 years,A734936,Dog,Normal,Stray,Intact Female
9 months,A734940,Cat,Normal,Stray,Intact Female
1 year,A734940,Cat,Normal,Stray,Spayed Female
1 year,A734941,Cat,Normal,Stray,Intact Male
5 months,A734942,Dog,Normal,Stray,Neutered Male
3 years,A734943,Dog,Normal,Stray,Spayed Female
10 years,A734944,Dog,Normal,Stray,Neutered Male
1 month,A734945,Dog,Normal,Owner Surrender,Intact Male
2 years,A734946,Dog,Normal,Stray,Intact Male
2 years,A734946,Dog,Normal,Stray,Neutered Male
3 months,A734948,Dog,Normal,Owner Surrender,Intact Male
3 months,A734948,Dog,Normal,Owner Surrender,Intact Male
2 years,A734952,Dog,Normal,Public Assist,Intact Male
8 months,A734956,Dog,Normal,Stray,Intact Female
8 months,A734957,Dog,Normal,Stray,Spayed Female
8 months,A734958,Dog,Normal,Stray,Intact Female
8 months,A734959,Dog,Normal,Stray,Neutered Male
9 months,A734959,Dog,Normal,Owner Surrender,Neutered Male
2 years,A734966,Dog,Normal,Stray,Intact Female
2 years,A734967,Dog,Injured,Stray,Intact Female
2 years,A734967,Dog,Normal,Owner Surrender,Intact Female
2 years,A734968,Dog,Normal,Stray,Intact Male
2 years,A734969,Dog,Normal,Stray,Neutered Male
10 years,A734974,Dog,Normal,Stray,Neutered Male
5 months,A734975,Cat,Sick,Stray,Intact Female
2 months,A734979,Cat,Normal,Stray,Intact Female
2 months,A734980,Cat,Normal,Stray,Intact Male
2 years,A734981,Cat,Normal,Stray,Neutered Male
2 months,A734983,Cat,Normal,Stray,Intact Male
8 years,A734984,Dog,Normal,Stray,Spayed Female
6 months,A734987,Dog,Normal,Stray,Intact Female
1 year,A734988,Dog,Normal,Stray,Intact Female
1 year,A734988,Dog,Normal,Owner Surrender,Spayed Female
3 years,A734989,Dog,Normal,Stray,Neutered Male
2 months,A734990,Cat,Normal,Owner Surrender,Intact Male
2 months,A734991,Cat,Normal,Owner Surrender,Intact Male
2 months,A734992,Cat,Normal,Owner Surrender,Intact Male
2 months,A734993,Cat,Normal,Owner Surrender,Intact Female
1 year,A734994,Dog,Normal,Stray,Intact Male
1 year,A734995,Cat,Normal,Stray,Neutered Male
1 year,A734996,Dog,Normal,Stray,Intact Female
5 months,A734999,Cat,Normal,Stray,Intact Male
1 year,A735000,Dog,Normal,Owner Surrender,Spayed Female
1 year,A735000,Dog,Normal,Stray,Intact Female
1 year,A735004,Dog,Normal,Stray,Intact Male
1 year,A735005,Dog,Normal,Stray,Intact Female
1 year,A735009,Dog,Sick,Stray,Intact Male
5 years,A735010,Dog,Normal,Stray,Intact Male
5 years,A735013,Dog,Sick,Owner Surrender,Neutered Male
1 year,A735017,Dog,Normal,Stray,Intact Male
1 year,A735018,Dog,Injured,Stray,Intact Female
1 year,A735018,Dog,Normal,Stray,Spayed Female
6 months,A735019,Dog,Sick,Stray,Intact Male
10 months,A735019,Dog,Normal,Stray,Intact Male
4 weeks,A735021,Cat,Normal,Stray,Intact Female
4 weeks,A735022,Cat,Normal,Stray,Intact Male
1 year,A735023,Dog,Normal,Stray,Intact Male
2 months,A735027,Dog,Normal,Stray,Intact Male
2 months,A735028,Dog,Normal,Stray,Intact Male
3 months,A735029,Dog,Normal,Stray,Intact Male
2 months,A735030,Dog,Normal,Stray,Intact Male
4 weeks,A735031,Cat,Normal,Stray,Intact Male
3 months,A735032,Dog,Normal,Stray,Intact Female
2 months,A735033,Dog,Normal,Stray,Intact Male
4 weeks,A735034,Cat,Normal,Stray,Intact Female
2 months,A735035,Dog,Normal,Stray,Intact Female
4 weeks,A735036,Cat,Normal,Stray,Intact Female
4 weeks,A735038,Cat,Normal,Stray,Intact Male
2 months,A735039,Dog,Normal,Stray,Intact Female
1 year,A735040,Dog,Normal,Owner Surrender,Neutered Male
1 year,A735040,Dog,Normal,Stray,Intact Male
2 months,A735041,Dog,Normal,Stray,Intact Male
4 weeks,A735042,Cat,Normal,Stray,Intact Male
4 weeks,A735043,Cat,Normal,Stray,Intact Female
6 years,A735044,Dog,Normal,Stray,Intact Female
6 years,A735044,Dog,Normal,Owner Surrender,Spayed Female
5 months,A735045,Cat,Normal,Stray,Intact Male
3 weeks,A735046,Cat,Normal,Stray,Unknown
4 months,A735047,Cat,Normal,Stray,Intact Female
4 months,A735048,Cat,Normal,Stray,Intact Female
4 months,A735049,Cat,Normal,Stray,Intact Female
10 months,A735050,Cat,Injured,Stray,Neutered Male
4 months,A735050,Cat,Normal,Stray,Intact Male
2 weeks,A735051,Cat,Normal,Stray,Unknown
1 year,A735056,Cat,Normal,Stray,Intact Male
1 year,A735057,Cat,Normal,Stray,Intact Male
1 year,A735058,Cat,Normal,Stray,Neutered Male
10 months,A735063,Dog,Normal,Stray,Intact Female
1 year,A735064,Dog,Normal,Stray,Intact Female
1 year,A735065,Dog,Normal,Stray,Intact Male
7 months,A735067,Dog,Normal,Stray,Intact Female
7 months,A735068,Dog,Normal,Stray,Intact Male
3 months,A735069,Dog,Normal,Stray,Intact Female
7 months,A735070,Dog,Normal,Stray,Neutered Male
8 months,A735070,Dog,Normal,Stray,Neutered Male
5 years,A735071,Dog,Normal,Public Assist,Spayed Female
5 years,A735072,Cat,Normal,Owner Surrender,Spayed Female
7 years,A735073,Cat,Normal,Owner Surrender,Spayed Female
4 years,A735074,Dog,Normal,Public Assist,Neutered Male
3 years,A735077,Cat,Normal,Owner Surrender,Neutered Male
3 years,A735078,Cat,Normal,Owner Surrender,Spayed Female
6 years,A735080,Dog,Normal,Owner Surrender,Intact Female
6 years,A735080,Dog,Normal,Stray,Spayed Female
3 years,A735081,Dog,Normal,Owner Surrender,Intact Male
1 year,A735082,Dog,Normal,Owner Surrender,Intact Male
1 year,A735083,Dog,Normal,Owner Surrender,Intact Male
3 years,A735084,Dog,Normal,Owner Surrender,Spayed Female
10 months,A735085,Dog,Normal,Owner Surrender,Intact Male
5 years,A735086,Cat,Normal,Owner Surrender,Spayed Female
3 years,A735087,Dog,Injured,Stray,Spayed Female
